id,name,category,serving_size,calories,protein,carbs,fat,fiber,sugar,sodium,type,goals,allergens,description
111,Sevai (Home Style),Indian Breakfast,1 plate (200 g),168,7.8,28.0,5.6,2.5,1.5,253,Vegetarian,Weight Loss,None,"Sevai (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
112,Sabudana Khichdi (Home Style),Indian Breakfast,1 plate (200 g),163,6.6,28.8,3.7,2.0,3.4,334,Vegetarian,Weight Loss,None,"Sabudana Khichdi (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
113,Moong Dal Cheela (Home Style),Indian Breakfast,1 plate (200 g),240,8.0,28.3,9.8,2.6,3.9,138,Vegetarian,General Fitness,None,"Moong Dal Cheela (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
114,Rava Idli (Home Style),Indian Breakfast,1 plate (200 g),312,6.3,40.8,9.2,2.5,1.3,281,Vegetarian,General Fitness,None,"Rava Idli (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
115,Set Dosa (Home Style),Indian Breakfast,1 plate (200 g),205,4.0,24.8,6.1,4.3,5.0,261,Vegetarian,General Fitness,None,"Set Dosa (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
116,Appam (Home Style),Indian Breakfast,1 plate (200 g),175,6.9,33.8,7.5,1.2,2.7,216,Vegetarian,Weight Loss,None,"Appam (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
117,Puttu (Home Style),Indian Breakfast,1 plate (200 g),217,8.6,39.7,4.5,1.5,1.7,273,Vegetarian,General Fitness,None,"Puttu (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
118,Thepla (Home Style),Indian Breakfast,1 plate (200 g),232,10.2,29.2,5.0,1.2,4.5,183,Vegetarian,General Fitness,None,"Thepla (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
119,Dhokla (Home Style),Indian Breakfast,1 plate (200 g),145,3.5,32.9,3.0,4.2,5.2,213,Vegetarian,Weight Loss,None,"Dhokla (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
120,Khaman (Home Style),Indian Breakfast,1 plate (200 g),172,10.9,52.0,4.1,1.3,2.3,216,Vegetarian,Weight Loss,None,"Khaman (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
121,Misal Pav (Home Style),Indian Breakfast,1 plate (200 g),198,3.8,41.0,10.8,3.3,3.3,273,Vegetarian,General Fitness,None,"Misal Pav (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
122,Sheera (Home Style),Indian Breakfast,1 plate (200 g),262,4.1,43.0,6.2,2.0,3.9,407,Vegetarian,General Fitness,None,"Sheera (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
123,Vermicelli Upma (Home Style),Indian Breakfast,1 plate (200 g),162,5.4,26.3,2.1,1.4,5.3,143,Vegetarian,Weight Loss,None,"Vermicelli Upma (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
124,Bread Omelette (Home Style),Indian Breakfast,1 plate (200 g),314,6.8,36.4,10.5,2.4,3.6,321,Vegetarian,General Fitness,Egg; Gluten,"Bread Omelette (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
125,Stuffed Paratha (Gobi) (Home Style),Indian Breakfast,1 plate (200 g),138,3.0,23.0,2.5,2.4,2.6,109,Vegetarian,Weight Loss,Gluten,"Stuffed Paratha (Gobi) (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
126,Masala Dosa (Home Style),Indian Breakfast,1 plate (200 g),219,5.6,52.2,12.6,1.9,2.0,159,Vegetarian,General Fitness,None,"Masala Dosa (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
127,Rava Dosa (Home Style),Indian Breakfast,1 plate (200 g),233,8.4,30.4,2.4,1.2,3.3,119,Vegetarian,General Fitness,None,"Rava Dosa (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
128,Akki Roti (Home Style),Indian Breakfast,1 plate (200 g),275,6.1,46.5,5.9,2.4,3.4,189,Vegetarian,General Fitness,Gluten,"Akki Roti (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
129,Pesarattu (Home Style),Indian Breakfast,1 plate (200 g),191,6.4,39.2,3.5,2.9,3.9,257,Vegetarian,General Fitness,None,"Pesarattu (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
130,Egg Bhurji on Toast (Home Style),Indian Breakfast,1 plate (200 g),213,7.0,34.0,6.9,2.0,4.9,348,Non-Vegetarian,General Fitness,Egg,"Egg Bhurji on Toast (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
131,Aloo Puri (Home Style),Indian Breakfast,1 plate (200 g),166,7.3,22.7,10.3,2.8,4.3,294,Vegetarian,General Fitness,None,"Aloo Puri (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
132,Chana Puri (Home Style),Indian Breakfast,1 plate (200 g),306,6.8,56.9,6.2,1.2,1.4,184,Vegetarian,General Fitness,None,"Chana Puri (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
133,Idiyappam (Home Style),Indian Breakfast,1 plate (200 g),256,6.3,18.8,5.5,3.4,2.5,154,Vegetarian,General Fitness,None,"Idiyappam (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
134,Bajra Roti with Curd (Home Style),Indian Breakfast,1 plate (200 g),206,9.5,57.7,3.7,3.1,2.3,397,Vegetarian,General Fitness,Milk; Gluten,"Bajra Roti with Curd (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
135,Methi Thepla (Home Style),Indian Breakfast,1 plate (200 g),124,6.6,28.1,6.6,4.3,5.8,260,Vegetarian,Weight Loss,None,"Methi Thepla (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
136,Banana Pancake (Indian Style) (Home Style),Indian Breakfast,1 plate (200 g),261,5.1,30.3,5.1,1.1,1.0,154,Vegetarian,General Fitness,Gluten,"Banana Pancake (Indian Style) (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
137,Daliya (Broken Wheat Porridge) (Home Style),Indian Breakfast,1 plate (200 g),233,4.7,36.8,6.1,3.8,5.4,266,Vegetarian,General Fitness,Gluten,"Daliya (Broken Wheat Porridge) (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
138,Oats Upma (Home Style),Indian Breakfast,1 plate (200 g),262,10.0,28.0,12.5,1.8,2.0,346,Vegetarian,General Fitness,None,"Oats Upma (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
139,Sprouts Chaat Breakfast Bowl (Home Style),Indian Breakfast,1 plate (200 g),180,3.1,35.8,5.6,3.0,6.0,261,Vegetarian,Weight Loss,None,"Sprouts Chaat Breakfast Bowl (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
140,Curd Rice (Breakfast Style) (Home Style),Indian Breakfast,1 plate (200 g),199,9.3,34.5,12.1,2.6,2.9,292,Vegetarian,General Fitness,Milk,"Curd Rice (Breakfast Style) (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
141,Stuffed Kulcha (Home Style),Indian Breakfast,1 plate (200 g),197,7.2,35.0,3.2,1.7,2.3,102,Vegetarian,General Fitness,None,"Stuffed Kulcha (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
142,Dabeli (Home Style),Indian Breakfast,1 plate (200 g),198,6.3,31.5,11.0,3.1,4.0,247,Vegetarian,General Fitness,None,"Dabeli (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
143,Khichdi (Moong Dal) (Home Style),Indian Breakfast,1 plate (200 g),245,7.9,34.7,8.7,1.6,6.0,256,Vegetarian,General Fitness,None,"Khichdi (Moong Dal) (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
144,Murukku with Filter Coffee (Home Style),Indian Breakfast,1 plate (200 g),320,7.7,49.5,8.2,3.4,3.2,258,Vegetarian,General Fitness,None,"Murukku with Filter Coffee (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
145,Chivda Bowl (Home Style),Indian Breakfast,1 plate (200 g),154,4.7,31.3,3.9,2.6,4.9,162,Vegetarian,Weight Loss,None,"Chivda Bowl (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
146,Rava Uttapam (Home Style),Indian Breakfast,1 plate (200 g),231,4.9,46.1,12.7,1.4,1.9,169,Vegetarian,General Fitness,None,"Rava Uttapam (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
147,Onion Uttapam (Home Style),Indian Breakfast,1 plate (200 g),150,6.2,23.0,6.7,3.5,3.1,141,Vegetarian,Weight Loss,None,"Onion Uttapam (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
148,Tomato Uttapam (Home Style),Indian Breakfast,1 plate (200 g),293,6.7,52.9,11.6,1.0,1.8,291,Vegetarian,General Fitness,None,"Tomato Uttapam (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
149,Egg Paratha (Home Style),Indian Breakfast,1 plate (200 g),186,8.6,28.5,8.2,3.1,1.8,288,Non-Vegetarian,General Fitness,Egg; Gluten,"Egg Paratha (Home Style) – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
150,Cheese Sandwich (Home Style) (Home Style),Indian Breakfast,1 plate (200 g),263,10.6,34.2,5.6,2.9,1.5,302,Vegetarian,General Fitness,Milk,"Cheese Sandwich (Home Style) (Home Style) – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
151,Dal Tadka with Rice,Indian Lunch,1 bowl (150 g),187,7.6,10.9,5.0,2.6,2.3,206,Vegetarian,General Fitness,None,"Dal Tadka with Rice – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
152,Rajma Chawal,Indian Lunch,1 plate (200 g),312,7.7,40.7,9.6,3.4,3.3,369,Vegetarian,General Fitness,None,"Rajma Chawal – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
153,Chole Chawal,Indian Lunch,1 plate (200 g),245,4.1,22.4,8.0,1.2,5.1,283,Vegetarian,General Fitness,None,"Chole Chawal – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
154,Sambar Rice,Indian Lunch,1 bowl (150 g),106,7.0,21.4,10.2,2.6,6.2,405,Vegetarian,General Fitness,None,"Sambar Rice – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
155,Curd Rice,Indian Lunch,1 plate (200 g),204,7.6,42.8,8.1,3.0,1.1,270,Vegetarian,General Fitness,Milk,"Curd Rice – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
156,Vegetable Pulao,Indian Lunch,1 plate (200 g),196,7.7,27.7,10.5,4.2,4.3,204,Vegetarian,General Fitness,None,"Vegetable Pulao – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
157,Roti Sabzi Thali,Indian Lunch,1 bowl (150 g),89,4.7,18.0,9.8,2.5,3.5,275,Vegetarian,General Fitness,Gluten,"Roti Sabzi Thali – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
158,Khichdi with Kadhi,Indian Lunch,1 plate (200 g),164,10.0,30.3,7.1,2.5,4.2,321,Vegetarian,Weight Loss,None,"Khichdi with Kadhi – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
159,Paneer Butter Masala with Roti,Indian Lunch,1 plate (200 g),221,3.6,36.8,6.5,3.7,2.6,318,Vegetarian,General Fitness,Milk; Gluten,"Paneer Butter Masala with Roti – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
160,Bhindi Masala with Roti,Indian Lunch,1 bowl (150 g),133,3.7,12.4,12.8,5.3,5.0,260,Vegetarian,General Fitness,Gluten,"Bhindi Masala with Roti – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
161,Aloo Gobi with Roti,Indian Lunch,1 plate (200 g),205,6.2,44.2,3.6,2.5,2.5,164,Vegetarian,General Fitness,Gluten,"Aloo Gobi with Roti – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
162,Dal Makhani with Rice,Indian Lunch,1 plate (200 g),144,3.4,29.7,3.1,3.6,5.5,160,Vegetarian,Weight Loss,None,"Dal Makhani with Rice – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
163,Mixed Veg Curry with Rice,Indian Lunch,1 bowl (150 g),84,3.0,8.9,8.3,2.1,6.8,304,Vegetarian,General Fitness,None,"Mixed Veg Curry with Rice – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
164,Lauki Chana Dal,Indian Lunch,1 plate (200 g),202,9.4,51.4,7.1,2.2,3.7,224,Vegetarian,General Fitness,None,"Lauki Chana Dal – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
165,Tinda Curry,Indian Lunch,1 plate (200 g),199,3.5,32.5,5.4,2.6,4.7,229,Vegetarian,General Fitness,None,"Tinda Curry – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
166,Baingan Bharta with Roti,Indian Lunch,1 bowl (150 g),165,3.0,10.7,6.0,4.6,3.1,322,Vegetarian,Weight Loss,Gluten,"Baingan Bharta with Roti – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
167,Kadhi Pakora with Rice,Indian Lunch,1 plate (200 g),236,8.6,42.4,6.9,1.9,2.2,171,Vegetarian,General Fitness,None,"Kadhi Pakora with Rice – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
168,Methi Dal,Indian Lunch,1 plate (200 g),178,3.1,39.0,10.8,1.1,4.1,250,Vegetarian,General Fitness,None,"Methi Dal – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
169,Palak Dal,Indian Lunch,1 bowl (150 g),91,4.3,18.1,12.8,3.7,3.6,324,Vegetarian,General Fitness,None,"Palak Dal – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
170,Toor Dal Rice,Indian Lunch,1 plate (200 g),234,7.6,31.3,12.5,2.6,1.4,245,Vegetarian,General Fitness,None,"Toor Dal Rice – A wholesome rice-based dish combining grains with vegetables or spices, commonly served as a main meal."
171,Vegetable Biryani,Indian Lunch,1 plate (200 g),186,6.2,41.3,4.0,3.1,1.9,101,Vegetarian,General Fitness,None,"Vegetable Biryani – A traditional Indian breakfast preparation made with grains/flour, lightly spiced and cooked with everyday ingredients."
172,Egg Curry with Rice,Indian Lunch,1 bowl (150 g),139,3.3,15.6,10.3,2.4,5.6,241,Non-Vegetarian,General Fitness,Egg,"Egg Curry with Rice – A spiced vegetable curry prepared with onion-tomato masala and Indian spices, typically served with roti or rice."
